"measurement_id","nodeName","nodeLabel","nodeTitle","Alt1RefId","Alt2RefId","Alt3RefId","nodeSpecies","NodeDataType","Pipeline"
"Glycochenodeoxycholic.acid.3.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8.2.OH.FA..Hydroxy.octadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8.1.OH.FA..Hydroxy.octenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8.0.OH.FA.1...Hydroxyoctanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8.0.OH.FA.2...Hydroxyoctanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.3.FA..Decatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.2.FA..Decadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.1.FA..Decenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9.1.OH.FA..Hydroxy.nonenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.2.OH.FA..Hydroxy.decadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C11.1.FA..Undecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.1.OH.FA..Hydroxy.decenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C9.0.DC.FA..Azelaic.acid._metabolomics","CIDm00002266","Azelaic acid","Azelaic acid : HMDB0000784","HMDB0000784","BDJRBEYXGGNYIS-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C10.0.OH.FA.1...Hydroxycapric.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.0.OH.FA.2...Hydroxycapric.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.2.FA..Dodecadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.1.FA.1...Dodecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.1.FA.2...Dodecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C10.1.DC.FA..Decenedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.0.FA..Dodecanoic.acid._metabolomics","CIDm00003893","Dodecanoic acid","Dodecanoic acid : HMDB0000638","HMDB0000638","POULHZVOKOAJMA-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C10.0.DC.FA..Sebacic.acid._metabolomics","CIDm00005192","Sebacic acid","Sebacic acid : HMDB0000792","HMDB0000792","CXMXRPHRNRROMY-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C12.3.OH.FA.1...Hydroxy.dodecatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.3.OH.FA.2...Hydroxy.dodecatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.2.OH.FA..Hydro.dodecadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13.1.FA..Tridecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.1..OH.FA..Hydroxy.dodecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13.0.FA..Tridecanoic.acid._metabolomics","CIDm00012530","Tridecanoic acid","Tridecanoic acid : HMDB0000910","HMDB0000910","SZHOJFHSIKHZHA-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C11.0.DC.FA..Undecanedioic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.0.OH.FA..Hydroxydodecanoic.acid._metabolomics","CIDm00094216","3-Hydroxydodecanoic acid","3-Hydroxydodecanoic acid : HMDB0000387","HMDB0000387","MUCMKTPAZLSKTL-NSHDSACASA-N","Medium-chain hydroxy acids and derivatives","Metabolite","metabolomics","metabolomics"
"C14.1.FA..Tetradecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.1.DC.FA.2...Traumatic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.1.DC.FA.1...Traumatic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.0.FA..Myristic.acid._metabolomics","CIDm00011005","Myristic acid","Myristic acid : HMDB0000806","HMDB0000806","TUNFSRHWOTWDNC-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C12.0.DC.FA.1...Dodecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C12.0.DC.FA.2...Dodecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15.3.FA..Pentadecatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.3.OH.FA..Hydroxy.tetradecatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X3.carboxy.4.methyl.5.propyl.2.furanpropanoate..CMPF._metabolomics","CIDm00123979","3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid","3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid : HMDB0061112","HMDB0061112","WMCQWXZMVIETAO-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C14.2.OH.FA..Hydroxy.tetradecadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15.1.FA..Pentadecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.1.OH.FA..Hydroxy.tetradecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15.0.FA..Pentadecanoic.acid._metabolomics","CIDm00013849","Pentadecanoic acid","Pentadecanoic acid : HMDB0000826","HMDB0000826","WQEPLUUGTLDZJY-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C13.0.DC.FA.1...Tridecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13.0.DC.FA.2...Tridecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C13.0.DC.FA.3...Tridecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.0.OH.FA..Hydroxy.myristic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.4.FA..Hexadecatetraenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.3.FA..Hexadecatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.2.FA..Hexadecadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.1.FA..Palmitoleic.acid._metabolomics","CIDm00004668","Palmitoleic acid","Palmitoleic acid : HMDB0003229","HMDB0003229","SECPZKHBENQXJG-FPLPWBNLSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C14.2.2OH.FA..Dihydro.tetradecadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.0.FA..Palmitic.acid._metabolomics","CIDm00000985","Palmitic acid","Palmitic acid : HMDB0000220","HMDB0000220","IPCSVZSSVZVIGE-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C14.0.DC.FA.1...Tetradecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.0.DC.FA.2...Tetradecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C15.0.OH.FA..Hydroxy.pentadecanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Lauryl.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.2.OH.FA..Hydroxy.hexadecadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17.1.FA..Heptadecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.1.OH.FA..Hydroxy.palmitoleic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17.0.FA..Heptadecanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.0.OH.FA.1...Hydroxy.hexadecanoic.acid._metabolomics","CIDm00301590","(R)-3-Hydroxy-hexadecanoic acid","(R)-3-Hydroxy-hexadecanoic acid : HMDB0010734","HMDB0010734","CBWALJHXHCJYTE-OAHLLOKOSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C16.0.OH.FA.2...Hydroxy.hexadecanoic.acid._metabolomics","CIDm00301590","(R)-3-Hydroxy-hexadecanoic acid","(R)-3-Hydroxy-hexadecanoic acid : HMDB0010734","HMDB0010734","CBWALJHXHCJYTE-OAHLLOKOSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C18.4.FA..Octadecatetraenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C17.4.OH.FA..Hydroxy.heptadecatetraenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.3.FA..Linolenic.acid._metabolomics","CIDm00000860","alpha-Linolenic acid","alpha-Linolenic acid : HMDB0001388","HMDB0001388","DTOSIQBPPRVQHS-PDBXOOCHSA-N","Lineolic acids and derivatives","Metabolite","metabolomics","metabolomics"
"C17.3.OH.FA..Hydroxy.septadecatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.0.DC.FA..Hexadecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.4.OH.FA..Hydroxy.octadecatetraenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.3.OH.FA..Hydroxylinolenic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X9.HODE.1._metabolomics","CIDm00001416","12,13-EpOME","12,13-EpOME : HMDB0004702","HMDB0004702","CCPPLLJZDQAOHD-FLIBITNWSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"X9.HODE.2._metabolomics","CIDm00001416","12,13-EpOME","12,13-EpOME : HMDB0004702","HMDB0004702","CCPPLLJZDQAOHD-FLIBITNWSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C19.1.FA..Nonadecaenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.1.OH.FA.2...Hydroxy.oleic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.1.OH.FA.1...Hydroxy.oleic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C19.0.FA.1...Nonadecanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C19.0.FA.2...Nonadecanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.6.FA..Retinoic.acid._metabolomics","CIDm00005538","9-cis-Retinoic acid","9-cis-Retinoic acid : HMDB0002369","HMDB0002369","SHGAZHPCJJPHSC-ZVCIMWCZSA-N","Retinoids","Metabolite","metabolomics","metabolomics"
"C18.0.OH.FA..Hydroxy.octadecanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.5.FA..Eicosapentaenoic.acid._metabolomics","CIDm00003209","Eicosapentaenoic acid","Eicosapentaenoic acid : HMDB0001999","HMDB0001999","JAZBEHYOTPTENJ-JLNKQSITSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C20.4.FA..Arachidonic.acid._metabolomics","CIDm00000231","Arachidonic acid","Arachidonic acid : HMDB0001043","HMDB0001043","YZXBAPSDXZZRGB-DOFZRALJSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C20.3.FA..Eicosatrienoic.acid._metabolomics","CIDm00003011","Dihomo-gamma-linolenic acid","Dihomo-gamma-linolenic acid : HMDB0002925","HMDB0002925","HOBAELRKJCKHQD-QNEBEIHSSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C20.2.FA..Eicosadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.2.DC.FA..Octadecadienedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.1.FA..Eicosenoic.acid._metabolomics","CIDm00142770","11Z-Eicosenoic acid","11Z-Eicosenoic acid : HMDB0002231","HMDB0002231","BITHHVVYSMSWAG-KTKRTIGZSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C18.1.DC.FA..Octadecenedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.0.FA..Arachidic.acid._metabolomics","CIDm00010467","Arachidic acid","Arachidic acid : HMDB0002212","HMDB0002212","VKOBVWXKNCXXDE-UHFFFAOYSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C18.0.DC.FA..Octadecanedicarboxylic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.4.OH.FA.2...HETE._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.4.OH.FA.1...HETE._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.3.OH.FA..Hydroxy.eicosatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.2.OH.FA..Hydroxy.eicosadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22.6.FA..Docosahexaenoic.acid._metabolomics","CIDm00003144","Docosahexaenoic acid","Docosahexaenoic acid : HMDB0002183","HMDB0002183","MBMBGCFOFBJSGT-KUBAVDMBSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C18.1.3OH.FA..Trihydroxy.octadecenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22.5.FA..Docosapentaenoic.acid._metabolomics","CIDm00003145","Docosapentaenoic acid (22n-3)","Docosapentaenoic acid (22n-3) : HMDB0006528","HMDB0006528","YUFFSWGQGVEMMI-JLNKQSITSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"Hydroxyprogesterone_metabolomics","CIDm00092730","11beta-Hydroxyprogesterone","11beta-Hydroxyprogesterone : HMDB0004031","HMDB0004031","BFZHCUBIASXHPK-ATWVFEABSA-N","Pregnane steroids","Metabolite","metabolomics","metabolomics"
"C22.4.FA..Adrenic.acid._metabolomics","CIDm00002033","Adrenic acid","Adrenic acid : HMDB0002226","HMDB0002226","TWSWSIQAPQLDBP-DOFZRALJSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C20.4.DC.FA_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22.3.FA..Docosatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22.2.FA..Docosadienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22.1.FA..Catelaidic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22.6.OH.FA..Hydroxy.docosahexaenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C20.0.2OH.FA..Dihydroxy.eicosanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Corticosterone_metabolomics","CIDm00005753","Corticosterone","Corticosterone : HMDB0001547","HMDB0001547","OMFXVFTZEKFJBZ-HJTSIMOOSA-N","Hydroxysteroids","Metabolite","metabolomics","metabolomics"
"C22.5.OH.FA..Hydroxy.docosapentaenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C24.6.FA..Tetracosahexaenoic.acid._metabolomics","CIDm11792612","Tetracosahexaenoic acid","Tetracosahexaenoic acid : HMDB0002007","HMDB0002007","YHGJECVSSKXFCJ-KUBAVDMBSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"C24.5.FA..Tetracosapentaenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C24.4.FA..Tetracosatetraenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C22.4.2OH.FA...Dihydro.docosatetraenoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C24.1.FA..Nervonic.acid._metabolomics","CIDm00065032","Nervonic acid","Nervonic acid : HMDB0002368","HMDB0002368","GWHCXVQVJPWHRF-KTKRTIGZSA-N","Fatty acids and conjugates","Metabolite","metabolomics","metabolomics"
"Dehydroisoandrosterone.sulfate..DHEA.S..2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Androsterone.sulfate_metabolomics","CIDm00000246","Androsterone sulfate","Androsterone sulfate : HMDB0002759","HMDB0002759","ZMITXKRGXGRMKS-HLUDHZFRSA-N","Sulfated steroids","Metabolite","metabolomics","metabolomics"
"X5alpha.Androstan.3alpha.17alpha.diol.monosulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"X16a.hydroxy.DHEA.3.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Chenodeoxycholic.Acid.2._metabolomics","CIDm00005645","Chenodeoxycholic acid","Chenodeoxycholic acid : HMDB0000518","HMDB0000518","RUDATBOHQWOJDD-BSWAIDMHSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"Chenodeoxycholic.Acid.1._metabolomics","CIDm00005645","Chenodeoxycholic acid","Chenodeoxycholic acid : HMDB0000518","HMDB0000518","RUDATBOHQWOJDD-BSWAIDMHSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"C24.3.2OH..Dihydroxy.Tetracosatrienoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Pregnenolone.sulfate_metabolomics","CIDm00004902","Pregnenolone sulfate","Pregnenolone sulfate : HMDB0000774","HMDB0000774","DIJBBUIOWGGQOP-OZIWPBGVSA-N","Sulfated steroids","Metabolite","metabolomics","metabolomics"
"Pregnanolone.sulfate_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C25.0.OH.FA..Hydroxy.pentacosanoic.acid._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X5alpha.pregnan.3beta.20beta.diol.monosulfate..1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Cholic.Acid_metabolomics","CIDm00000303","Cholic acid","Cholic acid : HMDB0000619","HMDB0000619","BHQCQFFYRZLCQQ-OELDTZBJSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"X7.alpha.hydroxy.3.oxo.4.cholestenoate..7.Hoca._metabolomics","CIDm03081085","7alpha-Hydroxy-3-oxo-4-cholestenoate","7alpha-Hydroxy-3-oxo-4-cholestenoate : HMDB0012458","HMDB0012458","SATGKQGFUDXGAX-MYWFJNCASA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"LysoPE.15.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Chenodeoxycholic.acid.glycine.conjugate_metabolomics","CIDm00012544","Chenodeoxycholic acid glycine conjugate","Chenodeoxycholic acid glycine conjugate : HMDB0000637","HMDB0000637","GHCZAUBVMUEKKP-GYPHWSFCSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"Sulfolithocholic.acid_metabolomics","CIDm00451489","Sulfolithocholic acid","Sulfolithocholic acid : HMDB0000907","HMDB0000907","AXDXVEYHEODSPN-YPLGJCPNSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"Glycocholic.acid_metabolomics","CIDm00000755","Glycocholic acid","Glycocholic acid : HMDB0000138","HMDB0000138","RFDAIACWWDREDC-FRVQLJSFSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"Androsterone.glucuronide.1._metabolomics","CIDm00114833","Androsterone glucuronide","Androsterone glucuronide : HMDB0002829","HMDB0002829","VFUIRAVTUVCQTF-BSOWLZGZSA-N","Steroidal glycosides","Metabolite","metabolomics","metabolomics"
"Androsterone.glucuronide.2._metabolomics","CIDm00114833","Androsterone glucuronide","Androsterone glucuronide : HMDB0002829","HMDB0002829","VFUIRAVTUVCQTF-BSOWLZGZSA-N","Steroidal glycosides","Metabolite","metabolomics","metabolomics"
"X5alpha.Androstan.3alpha.17beta.diol.17.glucuronide.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X5alpha.Androstan.3alpha.17beta.diol.17.glucuronide.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Chenodeoxycholic.acid.3.sulfate.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Chenodeoxycholic.acid.3.sulfate.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X11.beta.Hydroxyandrosterone.3.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Pregnanediol.3.glucuronide_metabolomics","CIDm00123796","Pregnanediol 3-O-glucuronide","Pregnanediol 3-O-glucuronide : HMDB0010318","HMDB0010318","ZFFFJLDTCLJDHL-JQYCEVDMSA-N","Steroidal glycosides","Metabolite","metabolomics","metabolomics"
"Tauroursodeoxycholic.acid_metabolomics","CIDm00010591","Tauroursodeoxycholic acid","Tauroursodeoxycholic acid : HMDB0000874","HMDB0000874","BHTRKEVKTKCXOH-VSHSPWMTSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"LysoPE.20.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.20.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.20.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPG.18.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Taurocholic.acid_metabolomics","CIDm00005246","Taurocholic acid","Taurocholic acid : HMDB0000036","HMDB0000036","WBWWGRHZICKQGZ-HZAMXZRMSA-N","Bile acids, alcohols and derivatives","Metabolite","metabolomics","metabolomics"
"LysoPE.22.5._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPE.22.4._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Tetrahydroaldosterone.3.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Tetrahydrocortisol.glucuronide.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Tetrahydrocortisol.glucuronide.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Cholesterol.glucuronide_metabolomics",,,,,,,,"metabolomics","metabolomics"
"Deoxycholic.acid.3.glucuronide.3._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Deoxycholic.acid.3.glucuronide.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Deoxycholic.acid.3.glucuronide.2._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPI.18.1._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPI.18.0._metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPI.20.4._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Choline_metabolomics","CIDm00000305","Choline","Choline : HMDB0000097","HMDB0000097","OEYIOHPDSNJKLS-UHFFFAOYSA-N","Quaternary ammonium salts","Metabolite","metabolomics","metabolomics"
"Acetylcholine_metabolomics","CIDm00000187","Acetylcholine","Acetylcholine : HMDB0000895","HMDB0000895","OIPILFWXSMYKGL-UHFFFAOYSA-N","Quaternary ammonium salts","Metabolite","metabolomics","metabolomics"
"Trimethylamine.N.oxide..TMAO._metabolomics","CIDm00001145","Trimethylamine N-oxide","Trimethylamine N-oxide : HMDB0000925","HMDB0000925","UYPYRKYUKCHHIB-UHFFFAOYSA-N","Aminoxides","Metabolite","metabolomics","metabolomics"
"L.Carnitine_metabolomics","CIDm00000085","L-Carnitine","L-Carnitine : HMDB0000062","HMDB0000062","PHIQHXFUZVPYII-ZCFIWIBFSA-O","Quaternary ammonium salts","Metabolite","metabolomics","metabolomics"
"L.Acetylcarnitine_metabolomics","CIDm00000001","L-Acetylcarnitine","L-Acetylcarnitine : HMDB0000201","HMDB0000201","RDHQFKQIGNGIED-MRVPVSSYSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C3.1.AC..Propenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C3.0.AC..Propionylcarnitine._metabolomics","CIDm00107738","Propionylcarnitine","Propionylcarnitine : HMDB0000824","HMDB0000824","UFAHZIUFPNSHSL-MRVPVSSYSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C4.0.AC..Butyrylcarnitine.Isobutyryl.L.carnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5.1.AC..Tiglylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C3.0.DC.AC..Malonylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C4.0.OH.AC..Hydroxybutyrylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Glycerophosphocholine_metabolomics","CIDm00000823","Glycerophosphocholine","Glycerophosphocholine : HMDB0000086","HMDB0000086","SUHOQUVVVLNYQR-MRVPVSSYSA-N","Glycerophosphocholines","Metabolite","metabolomics","metabolomics"
"C6.1.AC..Hexenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C4.0.DC.AC..Succinylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C7.4.AC..Benzoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5.0..DC.AC..Glutarylcarnitine._metabolomics","CIDm19838749","Glutarylcarnitine","Glutarylcarnitine : HMDB0013130","HMDB0013130","NXJAXUYOQLTISD-SECBINFHSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C6.0.OH.AC..Hydroxyhexanoycarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8.4.AC..Phenylacetylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6.0.DC.AC..O.Adipoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8.0.OH.AC..Hydroxyoctanoyl.carnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C18.0.OH.AC..Hydroxylauroylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"X6..alpha.D.Glucosaminyl..1D.myo.inositol_metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.0.AC..Tetradecanoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C14.2.OH.AC..Hydroxy.tetradecadiencarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C16.0.AC.1...L.Palmitoylcarnitine._metabolomics","CIDm00000461","Palmitoylcarnitine","Palmitoylcarnitine : HMDB0000222","HMDB0000222","XOMRRQXKHMYMOC-OAQYLSRUSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C16.0.AC.2...L.Palmitoylcarnitine._metabolomics","CIDm00000461","Palmitoylcarnitine","Palmitoylcarnitine : HMDB0000222","HMDB0000222","XOMRRQXKHMYMOC-OAQYLSRUSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C16.2.OH.AC_metabolomics",,,,,,,,"metabolomics","metabolomics"
"LysoPC.22.4._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C5.0.AC..2.methylbutyrylcarnitine.isovalerylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C6.0.AC..Hexanoylcarnitine._metabolomics","CIDm03082078","Hexanoylcarnitine","Hexanoylcarnitine : HMDB0000756","HMDB0000756","VVPRQWTYSNDTEA-LLVKDONJSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C8.1.AC..Octenoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"C8.0.AC..L.Octanoylcarnitine._metabolomics","CIDm00123701","Octanoylcarnitine","Octanoylcarnitine : HMDB0000791","HMDB0000791","CXTATJFJDMJMIY-CYBMUJFWSA-O","Fatty acid esters","Metabolite","metabolomics","metabolomics"
"C9.0.AC..Nonanoylcarnitine._metabolomics",,,,,,,,"metabolomics","metabolomics"
"Sphinganine_metabolomics","CIDm00003126","Sphinganine","Sphinganine : HMDB0000269","HMDB0000269","OTKJDMGTUTTYMP-ZWKOTPCHSA-N","Amines","Metabolite","metabolomics","metabolomics"
