"measurement_id","nodeName","nodeLabel","nodeTitle","Alt1RefId","Alt2RefId","Alt3RefId","nodeSpecies","NodeDataType","Pipeline"
"ENSG00000076864.19_RNAseq","ENST00000374763","RAP1GAP","RAP1GAP [ENST00000374763]","RAP1GAP","ENST00000374763","ENSG00000076864","RNA","RNAseq","transcriptomics"
"ENSG00000076924.11_RNAseq","ENST00000358368","XAB2","XAB2 [ENST00000358368]","XAB2","ENST00000358368","ENSG00000076924","RNA","RNAseq","transcriptomics"
"ENSG00000076928.17_RNAseq","ENST00000337665","ARHGEF1","ARHGEF1 [ENST00000337665]","ARHGEF1","ENST00000337665","ENSG00000076928","RNA","RNAseq","transcriptomics"
"ENSG00000076944.15_RNAseq","ENST00000221283,ENST00000441779","STXBP2","STXBP2 [ENST00000221283],STXBP2 [ENST00000441779]","STXBP2","ENST00000221283,ENST00000441779","ENSG00000076944","RNA","RNAseq","transcriptomics"
"ENSG00000076984.17_RNAseq","ENST00000397979,ENST00000397983","MAP2K7","MAP2K7 [ENST00000397979],MAP2K7 [ENST00000397983]","MAP2K7","ENST00000397979,ENST00000397983","ENSG00000076984","RNA","RNAseq","transcriptomics"
"ENSG00000077044.10_RNAseq","ENST00000264057","DGKD","DGKD [ENST00000264057]","DGKD","ENST00000264057","ENSG00000077044","RNA","RNAseq","transcriptomics"
"ENSG00000077097.15_RNAseq","ENST00000264331,ENST00000435706","TOP2B","TOP2B [ENST00000264331],TOP2B [ENST00000435706]","TOP2B","ENST00000264331,ENST00000435706","ENSG00000077097","RNA","RNAseq","transcriptomics"
"ENSG00000077147.14_RNAseq","ENST00000371142,ENST00000443638,ENST00000464654,ENST00000475401,ENST00000485093,ENST00000490192,ENST00000649367","TM9SF3","TM9SF3 [ENST00000371142],TM9SF3 [ENST00000443638],TM9SF3 [ENST00000464654],TM9SF3 [ENST00000475401],TM9SF3 [ENST00000485093],TM9SF3 [ENST00000490192],TM9SF3 [ENST00000649367]","TM9SF3","ENST00000371142,ENST00000443638,ENST00000464654,ENST00000475401,ENST00000485093,ENST00000490192,ENST00000649367","ENSG00000077147","RNA","RNAseq","transcriptomics"
"ENSG00000077150.18_RNAseq","ENST00000369966","NFKB2","NFKB2 [ENST00000369966]","NFKB2","ENST00000369966","ENSG00000077150","RNA","RNAseq","transcriptomics"
"ENSG00000077152.10_RNAseq","ENST00000646651","UBE2T","UBE2T [ENST00000646651]","UBE2T","ENST00000646651","ENSG00000077152","RNA","RNAseq","transcriptomics"
"ENSG00000077157.21_RNAseq","ENST00000391959","PPP1R12B","PPP1R12B [ENST00000391959]","PPP1R12B","ENST00000391959","ENSG00000077157","RNA","RNAseq","transcriptomics"
"ENSG00000077232.17_RNAseq","ENST00000264065","DNAJC10","DNAJC10 [ENST00000264065]","DNAJC10","ENST00000264065","ENSG00000077232","RNA","RNAseq","transcriptomics"
"ENSG00000077235.17_RNAseq","ENST00000356183","GTF3C1","GTF3C1 [ENST00000356183]","GTF3C1","ENST00000356183","ENSG00000077235","RNA","RNAseq","transcriptomics"
"ENSG00000077238.13_RNAseq","ENST00000170630,ENST00000395762","IL4R","IL4R [ENST00000170630],IL4R [ENST00000395762]","IL4R","ENST00000170630,ENST00000395762","ENSG00000077238","RNA","RNAseq","transcriptomics"
"ENSG00000077254.14_RNAseq","ENST00000357428,ENST00000370793","USP33","USP33 [ENST00000357428],USP33 [ENST00000370793]","USP33","ENST00000357428,ENST00000370793","ENSG00000077254","RNA","RNAseq","transcriptomics"
"ENSG00000077264.14_RNAseq","ENST00000360648","PAK3","PAK3 [ENST00000360648]","PAK3","ENST00000360648","ENSG00000077264","RNA","RNAseq","transcriptomics"
"ENSG00000077312.8_RNAseq","ENST00000243563","SNRPA","SNRPA [ENST00000243563]","SNRPA","ENST00000243563","ENSG00000077312","RNA","RNAseq","transcriptomics"
"ENSG00000077348.8_RNAseq","ENST00000221233","EXOSC5","EXOSC5 [ENST00000221233]","EXOSC5","ENST00000221233","ENSG00000077348","RNA","RNAseq","transcriptomics"
"ENSG00000077380.15_RNAseq","ENST00000397119","DYNC1I2","DYNC1I2 [ENST00000397119]","DYNC1I2","ENST00000397119","ENSG00000077380","RNA","RNAseq","transcriptomics"
"ENSG00000077420.15_RNAseq","ENST00000376236","APBB1IP","APBB1IP [ENST00000376236]","APBB1IP","ENST00000376236","ENSG00000077420","RNA","RNAseq","transcriptomics"
"ENSG00000077454.15_RNAseq","ENST00000310300","LRCH4","LRCH4 [ENST00000310300]","LRCH4","ENST00000310300","ENSG00000077454","RNA","RNAseq","transcriptomics"
"ENSG00000077458.12_RNAseq","ENST00000358780,ENST00000398187,ENST00000535919,ENST00000536839,ENST00000537749,ENST00000538047,ENST00000538316,ENST00000540054,ENST00000541418,ENST00000542135,ENST00000543641,ENST00000545654,ENST00000545813","FAM76B","FAM76B [ENST00000358780],FAM76B [ENST00000398187],FAM76B [ENST00000535919],FAM76B [ENST00000536839],FAM76B [ENST00000537749],FAM76B [ENST00000538047],FAM76B [ENST00000538316],FAM76B [ENST00000540054],FAM76B [ENST00000541418],FAM76B [ENST00000542135],FAM76B [ENST00000543641],FAM76B [ENST00000545654],FAM76B [ENST00000545813]","FAM76B","ENST00000358780,ENST00000398187,ENST00000535919,ENST00000536839,ENST00000537749,ENST00000538047,ENST00000538316,ENST00000540054,ENST00000541418,ENST00000542135,ENST00000543641,ENST00000545654,ENST00000545813","ENSG00000077458","RNA","RNAseq","transcriptomics"
"ENSG00000077463.14_RNAseq","ENST00000337491","SIRT6","SIRT6 [ENST00000337491]","SIRT6","ENST00000337491","ENSG00000077463","RNA","RNAseq","transcriptomics"
"ENSG00000077514.8_RNAseq","ENST00000263681","POLD3","POLD3 [ENST00000263681]","POLD3","ENST00000263681","ENSG00000077514","RNA","RNAseq","transcriptomics"
"ENSG00000077549.17_RNAseq","ENST00000264202,ENST00000433834","CAPZB","CAPZB [ENST00000264202],CAPZB [ENST00000433834]","CAPZB","ENST00000264202,ENST00000433834","ENSG00000077549","RNA","RNAseq","transcriptomics"
"ENSG00000077585.13_RNAseq","ENST00000366592","GPR137B","GPR137B [ENST00000366592]","GPR137B","ENST00000366592","ENSG00000077585","RNA","RNAseq","transcriptomics"
"ENSG00000077684.15_RNAseq","ENST00000226319","JADE1","JADE1 [ENST00000226319]","JADE1","ENST00000226319","ENSG00000077684","RNA","RNAseq","transcriptomics"
"ENSG00000077713.18_RNAseq","ENST00000217909","SLC25A43","SLC25A43 [ENST00000217909]","SLC25A43","ENST00000217909","ENSG00000077713","RNA","RNAseq","transcriptomics"
"ENSG00000077721.15_RNAseq","ENST00000371558","UBE2A","UBE2A [ENST00000371558]","UBE2A","ENST00000371558","ENSG00000077721","RNA","RNAseq","transcriptomics"
"ENSG00000077782.19_RNAseq","ENST00000425967","FGFR1","FGFR1 [ENST00000425967]","FGFR1","ENST00000425967","ENSG00000077782","RNA","RNAseq","transcriptomics"
"ENSG00000077984.5_RNAseq","ENST00000480798","CST7","CST7 [ENST00000480798]","CST7","ENST00000480798","ENSG00000077984","RNA","RNAseq","transcriptomics"
"ENSG00000078018.19_RNAseq","ENST00000360351","MAP2","MAP2 [ENST00000360351]","MAP2","ENST00000360351","ENSG00000078018","RNA","RNAseq","transcriptomics"
"ENSG00000078043.15_RNAseq","ENST00000585916","PIAS2","PIAS2 [ENST00000585916]","PIAS2","ENST00000585916","ENSG00000078043","RNA","RNAseq","transcriptomics"
"ENSG00000078061.12_RNAseq","ENST00000377045","ARAF","ARAF [ENST00000377045]","ARAF","ENST00000377045","ENSG00000078061","RNA","RNAseq","transcriptomics"
"ENSG00000078070.12_RNAseq","ENST00000265594","MCCC1","MCCC1 [ENST00000265594]","MCCC1","ENST00000265594","ENSG00000078070","RNA","RNAseq","transcriptomics"
"ENSG00000078081.7_RNAseq","ENST00000265598","LAMP3","LAMP3 [ENST00000265598]","LAMP3","ENST00000265598","ENSG00000078081","RNA","RNAseq","transcriptomics"
"ENSG00000078114.18_RNAseq","ENST00000377122","NEBL","NEBL [ENST00000377122]","NEBL","ENST00000377122","ENSG00000078114","RNA","RNAseq","transcriptomics"
"ENSG00000078124.11_RNAseq","ENST00000532485","ACER3","ACER3 [ENST00000532485]","ACER3","ENST00000532485","ENSG00000078124","RNA","RNAseq","transcriptomics"
"ENSG00000078140.13_RNAseq","ENST00000261427","UBE2K","UBE2K [ENST00000261427]","UBE2K","ENST00000261427","ENSG00000078140","RNA","RNAseq","transcriptomics"
"ENSG00000078142.12_RNAseq","ENST00000262039","PIK3C3","PIK3C3 [ENST00000262039]","PIK3C3","ENST00000262039","ENSG00000078142","RNA","RNAseq","transcriptomics"
"ENSG00000078177.13_RNAseq","ENST00000261435","N4BP2","N4BP2 [ENST00000261435]","N4BP2","ENST00000261435","ENSG00000078177","RNA","RNAseq","transcriptomics"
"ENSG00000078237.6_RNAseq","ENST00000179259","TIGAR","TIGAR [ENST00000179259]","TIGAR","ENST00000179259","ENSG00000078237","RNA","RNAseq","transcriptomics"
"ENSG00000078246.16_RNAseq","ENST00000397132","TULP3","TULP3 [ENST00000397132]","TULP3","ENST00000397132","ENSG00000078246","RNA","RNAseq","transcriptomics"
"ENSG00000078269.14_RNAseq","ENST00000355585","SYNJ2","SYNJ2 [ENST00000355585]","SYNJ2","ENST00000355585","ENSG00000078269","RNA","RNAseq","transcriptomics"
"ENSG00000078304.19_RNAseq","ENST00000422945","PPP2R5C","PPP2R5C [ENST00000422945]","PPP2R5C","ENST00000422945","ENSG00000078304","RNA","RNAseq","transcriptomics"
"ENSG00000078319.9_RNAseq","ENST00000431037","PMS2P1","PMS2P1 [ENST00000431037]","PMS2P1","ENST00000431037","ENSG00000078319","RNA","RNAseq","transcriptomics"
"ENSG00000078369.17_RNAseq","ENST00000378609","GNB1","GNB1 [ENST00000378609]","GNB1","ENST00000378609","ENSG00000078369","RNA","RNAseq","transcriptomics"
"ENSG00000078403.16_RNAseq","ENST00000307729","MLLT10","MLLT10 [ENST00000307729]","MLLT10","ENST00000307729","ENSG00000078403","RNA","RNAseq","transcriptomics"
"ENSG00000078487.17_RNAseq","ENST00000398027","ZCWPW1","ZCWPW1 [ENST00000398027]","ZCWPW1","ENST00000398027","ENSG00000078487","RNA","RNAseq","transcriptomics"
"ENSG00000078589.12_RNAseq","ENST00000171757","P2RY10","P2RY10 [ENST00000171757]","P2RY10","ENST00000171757","ENSG00000078589","RNA","RNAseq","transcriptomics"
"ENSG00000078596.10_RNAseq","ENST00000373298","ITM2A","ITM2A [ENST00000373298]","ITM2A","ENST00000373298","ENSG00000078596","RNA","RNAseq","transcriptomics"
"ENSG00000078618.21_RNAseq","ENST00000354831","NRDC","NRDC [ENST00000354831]","NRDC","ENST00000354831","ENSG00000078618","RNA","RNAseq","transcriptomics"
"ENSG00000078668.13_RNAseq","ENST00000521158","VDAC3","VDAC3 [ENST00000521158]","VDAC3","ENST00000521158","ENSG00000078668","RNA","RNAseq","transcriptomics"
"ENSG00000078674.17_RNAseq","ENST00000325083","PCM1","PCM1 [ENST00000325083]","PCM1","ENST00000325083","ENSG00000078674","RNA","RNAseq","transcriptomics"
"ENSG00000078687.17_RNAseq","ENST00000585438,ENST00000587990,ENST00000588061,ENST00000588549,ENST00000588847,ENST00000591851,ENST00000592251,ENST00000592566,ENST00000636222,ENST00000696270,ENST00000696541","TNRC6C","TNRC6C [ENST00000585438],TNRC6C [ENST00000587990],TNRC6C [ENST00000588061],TNRC6C [ENST00000588549],TNRC6C [ENST00000588847],TNRC6C [ENST00000591851],TNRC6C [ENST00000592251],TNRC6C [ENST00000592566],TNRC6C [ENST00000636222],TNRC6C [ENST00000696270],TNRC6C [ENST00000696541]","TNRC6C","ENST00000585438,ENST00000587990,ENST00000588061,ENST00000588549,ENST00000588847,ENST00000591851,ENST00000592251,ENST00000592566,ENST00000636222,ENST00000696270,ENST00000696541","ENSG00000078687","RNA","RNAseq","transcriptomics"
"ENSG00000078699.21_RNAseq","ENST00000346541","CBFA2T2","CBFA2T2 [ENST00000346541]","CBFA2T2","ENST00000346541","ENSG00000078699","RNA","RNAseq","transcriptomics"
"ENSG00000078747.14_RNAseq","ENST00000374864,ENST00000665346","ITCH","ITCH [ENST00000374864],ITCH [ENST00000665346]","ITCH","ENST00000374864,ENST00000665346","ENSG00000078747","RNA","RNAseq","transcriptomics"
"ENSG00000078804.12_RNAseq","ENST00000374810","TP53INP2","TP53INP2 [ENST00000374810]","TP53INP2","ENST00000374810","ENSG00000078804","RNA","RNAseq","transcriptomics"
"ENSG00000078808.16_RNAseq","ENST00000360001","SDF4","SDF4 [ENST00000360001]","SDF4","ENST00000360001","ENSG00000078808","RNA","RNAseq","transcriptomics"
"ENSG00000078902.15_RNAseq","ENST00000317204","TOLLIP","TOLLIP [ENST00000317204]","TOLLIP","ENST00000317204","ENSG00000078902","RNA","RNAseq","transcriptomics"
"ENSG00000078967.12_RNAseq","ENST00000222402","UBE2D4","UBE2D4 [ENST00000222402]","UBE2D4","ENST00000222402","ENSG00000078967","RNA","RNAseq","transcriptomics"
"ENSG00000079134.11_RNAseq","ENST00000261600","THOC1","THOC1 [ENST00000261600]","THOC1","ENST00000261600","ENSG00000079134","RNA","RNAseq","transcriptomics"
"ENSG00000079215.13_RNAseq","ENST00000265113","SLC1A3","SLC1A3 [ENST00000265113]","SLC1A3","ENST00000265113","ENSG00000079215","RNA","RNAseq","transcriptomics"
"ENSG00000079246.15_RNAseq","ENST00000392132,ENST00000392133","XRCC5","XRCC5 [ENST00000392132],XRCC5 [ENST00000392133]","XRCC5","ENST00000392132,ENST00000392133","ENSG00000079246","RNA","RNAseq","transcriptomics"
"ENSG00000079257.7_RNAseq","ENST00000264265","LXN","LXN [ENST00000264265]","LXN","ENST00000264265","ENSG00000079257","RNA","RNAseq","transcriptomics"
"ENSG00000079263.18_RNAseq","ENST00000392045","SP140","SP140 [ENST00000392045]","SP140","ENST00000392045","ENSG00000079263","RNA","RNAseq","transcriptomics"
"ENSG00000079277.19_RNAseq","ENST00000371946,ENST00000649800","MKNK1","MKNK1 [ENST00000371946],MKNK1 [ENST00000649800]","MKNK1","ENST00000371946,ENST00000649800","ENSG00000079277","RNA","RNAseq","transcriptomics"
"ENSG00000079308.17_RNAseq","ENST00000171887","TNS1","TNS1 [ENST00000171887]","TNS1","ENST00000171887","ENSG00000079308","RNA","RNAseq","transcriptomics"
"ENSG00000079313.14_RNAseq","ENST00000170168","REXO1","REXO1 [ENST00000170168]","REXO1","ENST00000170168","ENSG00000079313","RNA","RNAseq","transcriptomics"
"ENSG00000079332.14_RNAseq","ENST00000373238,ENST00000373242","SAR1A","SAR1A [ENST00000373238],SAR1A [ENST00000373242]","SAR1A","ENST00000373238,ENST00000373242","ENSG00000079332","RNA","RNAseq","transcriptomics"
"ENSG00000079335.19_RNAseq","ENST00000361544","CDC14A","CDC14A [ENST00000361544]","CDC14A","ENST00000361544","ENSG00000079335","RNA","RNAseq","transcriptomics"
"ENSG00000079385.21_RNAseq","ENST00000161559","CEACAM1","CEACAM1 [ENST00000161559]","CEACAM1","ENST00000161559","ENSG00000079385","RNA","RNAseq","transcriptomics"
"ENSG00000079387.13_RNAseq","ENST00000448372","SENP1","SENP1 [ENST00000448372]","SENP1","ENST00000448372","ENSG00000079387","RNA","RNAseq","transcriptomics"
"ENSG00000079432.7_RNAseq","ENST00000575354","CIC","CIC [ENST00000575354]","CIC","ENST00000575354","ENSG00000079432","RNA","RNAseq","transcriptomics"
"ENSG00000079435.9_RNAseq","ENST00000244289","LIPE","LIPE [ENST00000244289]","LIPE","ENST00000244289","ENSG00000079435","RNA","RNAseq","transcriptomics"
"ENSG00000079459.12_RNAseq","ENST00000220584,ENST00000525954","FDFT1","FDFT1 [ENST00000220584],FDFT1 [ENST00000525954]","FDFT1","ENST00000220584,ENST00000525954","ENSG00000079459","RNA","RNAseq","transcriptomics"
"ENSG00000079462.7_RNAseq","ENST00000262890,ENST00000538771","PAFAH1B3","PAFAH1B3 [ENST00000262890],PAFAH1B3 [ENST00000538771]","PAFAH1B3","ENST00000262890,ENST00000538771","ENSG00000079462","RNA","RNAseq","transcriptomics"
"ENSG00000079482.12_RNAseq","ENST00000355520","OPHN1","OPHN1 [ENST00000355520]","OPHN1","ENST00000355520","ENSG00000079482","RNA","RNAseq","transcriptomics"
"ENSG00000079616.12_RNAseq","ENST00000160827","KIF22","KIF22 [ENST00000160827]","KIF22","ENST00000160827","ENSG00000079616","RNA","RNAseq","transcriptomics"
"ENSG00000079691.17_RNAseq","ENST00000329474","CARMIL1","CARMIL1 [ENST00000329474]","CARMIL1","ENST00000329474","ENSG00000079691","RNA","RNAseq","transcriptomics"
"ENSG00000079739.15_RNAseq","ENST00000371083","PGM1","PGM1 [ENST00000371083]","PGM1","ENST00000371083","ENSG00000079739","RNA","RNAseq","transcriptomics"
"ENSG00000079785.14_RNAseq","ENST00000233084,ENST00000381341","DDX1","DDX1 [ENST00000233084],DDX1 [ENST00000381341]","DDX1","ENST00000233084,ENST00000381341","ENSG00000079785","RNA","RNAseq","transcriptomics"
"ENSG00000079805.16_RNAseq","ENST00000355667,ENST00000389253","DNM2","DNM2 [ENST00000355667],DNM2 [ENST00000389253]","DNM2","ENST00000355667,ENST00000389253","ENSG00000079805","RNA","RNAseq","transcriptomics"
"ENSG00000079819.18_RNAseq","ENST00000368128","EPB41L2","EPB41L2 [ENST00000368128]","EPB41L2","ENST00000368128","ENSG00000079819","RNA","RNAseq","transcriptomics"
"ENSG00000079950.13_RNAseq","ENST00000367941","STX7","STX7 [ENST00000367941]","STX7","ENST00000367941","ENSG00000079950","RNA","RNAseq","transcriptomics"
"ENSG00000079974.17_RNAseq","ENST00000395593","RABL2B","RABL2B [ENST00000395593]","RABL2B","ENST00000395593","ENSG00000079974","RNA","RNAseq","transcriptomics"
"ENSG00000079999.13_RNAseq","ENST00000171111,ENST00000393623","KEAP1","KEAP1 [ENST00000171111],KEAP1 [ENST00000393623]","KEAP1","ENST00000171111,ENST00000393623","ENSG00000079999","RNA","RNAseq","transcriptomics"
"ENSG00000080007.7_RNAseq","ENST00000370336","DDX43","DDX43 [ENST00000370336]","DDX43","ENST00000370336","ENSG00000080007","RNA","RNAseq","transcriptomics"
"ENSG00000080189.14_RNAseq","ENST00000317734","SLC35C2","SLC35C2 [ENST00000317734]","SLC35C2","ENST00000317734","ENSG00000080189","RNA","RNAseq","transcriptomics"
"ENSG00000080200.9_RNAseq","ENST00000389622,ENST00000485253,ENST00000495403","CRYBG3","CRYBG3 [ENST00000389622],CRYBG3 [ENST00000485253],CRYBG3 [ENST00000495403]","CRYBG3","ENST00000389622,ENST00000485253,ENST00000495403","ENSG00000080200","RNA","RNAseq","transcriptomics"
"ENSG00000080298.15_RNAseq","ENST00000382004","RFX3","RFX3 [ENST00000382004]","RFX3","ENST00000382004","ENSG00000080298","RNA","RNAseq","transcriptomics"
"ENSG00000080345.17_RNAseq","ENST00000243326","RIF1","RIF1 [ENST00000243326]","RIF1","ENST00000243326","ENSG00000080345","RNA","RNAseq","transcriptomics"
"ENSG00000080371.5_RNAseq","ENST00000261263","RAB21","RAB21 [ENST00000261263]","RAB21","ENST00000261263","ENSG00000080371","RNA","RNAseq","transcriptomics"
"ENSG00000080493.15_RNAseq","ENST00000425175","SLC4A4","SLC4A4 [ENST00000425175]","SLC4A4","ENST00000425175","ENSG00000080493","RNA","RNAseq","transcriptomics"
"ENSG00000080503.23_RNAseq","ENST00000382203","SMARCA2","SMARCA2 [ENST00000382203]","SMARCA2","ENST00000382203","ENSG00000080503","RNA","RNAseq","transcriptomics"
"ENSG00000080546.13_RNAseq","ENST00000436639","SESN1","SESN1 [ENST00000436639]","SESN1","ENST00000436639","ENSG00000080546","RNA","RNAseq","transcriptomics"
"ENSG00000080561.13_RNAseq","ENST00000262843","MID2","MID2 [ENST00000262843]","MID2","ENST00000262843","ENSG00000080561","RNA","RNAseq","transcriptomics"
"ENSG00000080573.6_RNAseq","ENST00000264828","COL5A3","COL5A3 [ENST00000264828]","COL5A3","ENST00000264828","ENSG00000080573","RNA","RNAseq","transcriptomics"
"ENSG00000080603.16_RNAseq","ENST00000262518","SRCAP","SRCAP [ENST00000262518]","SRCAP","ENST00000262518","ENSG00000080603","RNA","RNAseq","transcriptomics"
"ENSG00000080608.9_RNAseq","ENST00000397885","PUM3","PUM3 [ENST00000397885]","PUM3","ENST00000397885","ENSG00000080608","RNA","RNAseq","transcriptomics"
"ENSG00000080802.18_RNAseq","ENST00000541284","CNOT4","CNOT4 [ENST00000541284]","CNOT4","ENST00000541284","ENSG00000080802","RNA","RNAseq","transcriptomics"
"ENSG00000080815.18_RNAseq","ENST00000324501","PSEN1","PSEN1 [ENST00000324501]","PSEN1","ENST00000324501","ENSG00000080815","RNA","RNAseq","transcriptomics"
"ENSG00000080819.6_RNAseq","ENST00000647941","CPOX","CPOX [ENST00000647941]","CPOX","ENST00000647941","ENSG00000080819","RNA","RNAseq","transcriptomics"
"ENSG00000080822.16_RNAseq","ENST00000394181","CLDND1","CLDND1 [ENST00000394181]","CLDND1","ENST00000394181","ENSG00000080822","RNA","RNAseq","transcriptomics"
"ENSG00000080823.22_RNAseq","ENST00000361847","MOK","MOK [ENST00000361847]","MOK","ENST00000361847","ENSG00000080823","RNA","RNAseq","transcriptomics"
"ENSG00000080824.18_RNAseq","ENST00000334701","HSP90AA1","HSP90AA1 [ENST00000334701]","HSP90AA1","ENST00000334701","ENSG00000080824","RNA","RNAseq","transcriptomics"
"ENSG00000080839.11_RNAseq","ENST00000373664","RBL1","RBL1 [ENST00000373664]","RBL1","ENST00000373664","ENSG00000080839","RNA","RNAseq","transcriptomics"
"ENSG00000080845.17_RNAseq","ENST00000373913","DLGAP4","DLGAP4 [ENST00000373913]","DLGAP4","ENST00000373913","ENSG00000080845","RNA","RNAseq","transcriptomics"
"ENSG00000080854.14_RNAseq","ENST00000533871","IGSF9B","IGSF9B [ENST00000533871]","IGSF9B","ENST00000533871","ENSG00000080854","RNA","RNAseq","transcriptomics"
"ENSG00000080947.14_RNAseq","ENST00000420820","CROCCP3","CROCCP3 [ENST00000420820]","CROCCP3","ENST00000420820","ENSG00000080947","RNA","RNAseq","transcriptomics"
"ENSG00000080986.12_RNAseq","ENST00000261597","NDC80","NDC80 [ENST00000261597]","NDC80","ENST00000261597","ENSG00000080986","RNA","RNAseq","transcriptomics"
"ENSG00000081014.10_RNAseq","ENST00000261842","AP4E1","AP4E1 [ENST00000261842]","AP4E1","ENST00000261842","ENSG00000081014","RNA","RNAseq","transcriptomics"
"ENSG00000081019.13_RNAseq","ENST00000261441","RSBN1","RSBN1 [ENST00000261441]","RSBN1","ENST00000261441","ENSG00000081019","RNA","RNAseq","transcriptomics"
"ENSG00000081026.18_RNAseq","ENST00000307546","MAGI3","MAGI3 [ENST00000307546]","MAGI3","ENST00000307546","ENSG00000081026","RNA","RNAseq","transcriptomics"
"ENSG00000081041.8_RNAseq","ENST00000508487","CXCL2","CXCL2 [ENST00000508487]","CXCL2","ENST00000508487","ENSG00000081041","RNA","RNAseq","transcriptomics"
"ENSG00000081052.12_RNAseq","ENST00000396625","COL4A4","COL4A4 [ENST00000396625]","COL4A4","ENST00000396625","ENSG00000081052","RNA","RNAseq","transcriptomics"
"ENSG00000081059.19_RNAseq","ENST00000342854","TCF7","TCF7 [ENST00000342854]","TCF7","ENST00000342854","ENSG00000081059","RNA","RNAseq","transcriptomics"
"ENSG00000081087.14_RNAseq","ENST00000193322","OSTM1","OSTM1 [ENST00000193322]","OSTM1","ENST00000193322","ENSG00000081087","RNA","RNAseq","transcriptomics"
"ENSG00000081148.11_RNAseq","ENST00000193391","IMPG2","IMPG2 [ENST00000193391]","IMPG2","ENST00000193391","ENSG00000081148","RNA","RNAseq","transcriptomics"
"ENSG00000081154.11_RNAseq","ENST00000265260","PCNP","PCNP [ENST00000265260]","PCNP","ENST00000265260","ENSG00000081154","RNA","RNAseq","transcriptomics"
"ENSG00000081177.18_RNAseq","ENST00000312994","EXD2","EXD2 [ENST00000312994]","EXD2","ENST00000312994","ENSG00000081177","RNA","RNAseq","transcriptomics"
"ENSG00000081181.7_RNAseq","ENST00000261783","ARG2","ARG2 [ENST00000261783]","ARG2","ENST00000261783","ENSG00000081181","RNA","RNAseq","transcriptomics"
"ENSG00000081189.15_RNAseq","ENST00000340208","MEF2C","MEF2C [ENST00000340208]","MEF2C","ENST00000340208","ENSG00000081189","RNA","RNAseq","transcriptomics"
"ENSG00000081237.19_RNAseq","ENST00000442510","PTPRC","PTPRC [ENST00000442510]","PTPRC","ENST00000442510","ENSG00000081237","RNA","RNAseq","transcriptomics"
"ENSG00000081307.12_RNAseq","ENST00000356232","UBA5","UBA5 [ENST00000356232]","UBA5","ENST00000356232","ENSG00000081307","RNA","RNAseq","transcriptomics"
"ENSG00000081320.10_RNAseq","ENST00000263955","STK17B","STK17B [ENST00000263955]","STK17B","ENST00000263955","ENSG00000081320","RNA","RNAseq","transcriptomics"
"ENSG00000081377.16_RNAseq","ENST00000375241","CDC14B","CDC14B [ENST00000375241]","CDC14B","ENST00000375241","ENSG00000081377","RNA","RNAseq","transcriptomics"
"ENSG00000081386.12_RNAseq","ENST00000375231","ZNF510","ZNF510 [ENST00000375231]","ZNF510","ENST00000375231","ENSG00000081386","RNA","RNAseq","transcriptomics"
"ENSG00000081665.13_RNAseq","ENST00000443905,ENST00000450683,ENST00000540806,ENST00000545006,ENST00000586260,ENST00000587452,ENST00000587461,ENST00000587822,ENST00000590319,ENST00000590766,ENST00000591639,ENST00000595825","ZNF506","ZNF506 [ENST00000443905],ZNF506 [ENST00000450683],ZNF506 [ENST00000540806],ZNF506 [ENST00000545006],ZNF506 [ENST00000586260],ZNF506 [ENST00000587452],ZNF506 [ENST00000587461],ZNF506 [ENST00000587822],ZNF506 [ENST00000590319],ZNF506 [ENST00000590766],ZNF506 [ENST00000591639],ZNF506 [ENST00000595825]","ZNF506","ENST00000443905,ENST00000450683,ENST00000540806,ENST00000545006,ENST00000586260,ENST00000587452,ENST00000587461,ENST00000587822,ENST00000590319,ENST00000590766,ENST00000591639,ENST00000595825","ENSG00000081665","RNA","RNAseq","transcriptomics"
"ENSG00000081692.12_RNAseq","ENST00000438896,ENST00000465251,ENST00000480590,ENST00000485807,ENST00000620518","JMJD4","JMJD4 [ENST00000438896],JMJD4 [ENST00000465251],JMJD4 [ENST00000480590],JMJD4 [ENST00000485807],JMJD4 [ENST00000620518]","JMJD4","ENST00000438896,ENST00000465251,ENST00000480590,ENST00000485807,ENST00000620518","ENSG00000081692","RNA","RNAseq","transcriptomics"
"ENSG00000081721.11_RNAseq","ENST00000367943","DUSP12","DUSP12 [ENST00000367943]","DUSP12","ENST00000367943","ENSG00000081721","RNA","RNAseq","transcriptomics"
"ENSG00000081760.16_RNAseq","ENST00000316519","AACS","AACS [ENST00000316519]","AACS","ENST00000316519","ENSG00000081760","RNA","RNAseq","transcriptomics"
"ENSG00000081791.8_RNAseq","ENST00000432126","DELE1","DELE1 [ENST00000432126]","DELE1","ENST00000432126","ENSG00000081791","RNA","RNAseq","transcriptomics"
"ENSG00000081870.11_RNAseq","ENST00000194214","IFT25","IFT25 [ENST00000194214]","IFT25","ENST00000194214","ENSG00000081870","RNA","RNAseq","transcriptomics"
"ENSG00000081913.13_RNAseq","ENST00000262719","PHLPP1","PHLPP1 [ENST00000262719]","PHLPP1","ENST00000262719","ENSG00000081913","RNA","RNAseq","transcriptomics"
"ENSG00000081985.10_RNAseq","ENST00000262345","IL12RB2","IL12RB2 [ENST00000262345]","IL12RB2","ENST00000262345","ENSG00000081985","RNA","RNAseq","transcriptomics"
